Fecha,CO,NO2,PM2.5,VEL,DIR,TMP,RS
2025-05-04 18:00:00,0.561,22.77,3.07,1.68,136.03,16.23,38.5
2025-05-04 19:00:00,0.818,29.72,8.89,1.81,107.6,14.99,35.1
2025-05-04 20:00:00,0.867,39.86,10.14,1.69,169.41,13.94,0.0
2025-05-04 21:00:00,1.008,46.55,0.37,1.42,180.18,12.49,0.0
2025-05-04 22:00:00,0.921,47.7,4.55,0.93,197.97,12.52,0.0
2025-05-04 23:00:00,0.64,41.56,3.03,0.87,131.79,13.0,0.0
2025-05-05 00:00:00,0.433,36.77,1.33,0.91,117.0,12.86,0.0
2025-05-05 01:00:00,0.339,22.55,1.51,0.71,155.78,12.23,0.0
2025-05-05 02:00:00,0.221,16.56,3.32,1.33,151.74,12.02,0.0
2025-05-05 03:00:00,0.218,9.7,6.17,1.12,139.14,11.69,0.0
2025-05-05 04:00:00,0.226,9.8,8.81,0.95,56.92,11.28,0.0
2025-05-05 05:00:00,0.325,9.08,7.34,1.2,137.01,10.95,0.0
2025-05-05 06:00:00,0.799,20.7,30.94,1.25,217.72,10.5,0.0
2025-05-05 07:00:00,1.064,22.52,23.44,0.46,122.16,10.43,0.0
2025-05-05 08:00:00,1.221,28.07,23.72,0.91,133.53,10.41,33.9
2025-05-05 09:00:00,1.043,30.55,30.27,0.48,136.37,11.66,163.0
2025-05-05 10:00:00,0.92,30.97,23.77,0.85,155.34,13.96,450.4
2025-05-05 11:00:00,0.736,30.79,2.87,1.6,79.93,14.12,427.2
2025-05-05 12:00:00,0.646,32.27,0.08,2.07,77.14,14.77,578.1
2025-05-05 13:00:00,0.671,38.43,11.24,2.05,75.96,15.19,493.6
2025-05-05 14:00:00,0.671,38.17,18.71,2.75,105.17,14.24,162.0
2025-05-05 15:00:00,0.466,22.0,20.79,0.59,227.79,12.29,177.9
2025-05-05 16:00:00,0.539,18.24,7.83,2.16,223.87,13.59,462.0
2025-05-05 17:00:00,0.866,27.01,14.63,0.52,83.61,15.68,449.5
2025-05-05 18:00:00,0.905,32.57,11.91,0.83,13.68,15.39,188.8
2025-05-05 19:00:00,1.008,27.17,14.68,0.88,33.55,15.08,64.3
2025-05-05 20:00:00,1.255,27.11,21.27,1.69,272.5,13.73,0.0
2025-05-05 21:00:00,1.16,29.08,16.24,1.63,288.8,13.08,0.0
2025-05-05 22:00:00,1.255,27.58,25.48,1.45,309.08,12.55,0.0
2025-05-05 23:00:00,1.137,29.49,30.88,0.87,267.43,11.69,0.0
2025-05-06 00:00:00,1.074,27.28,18.87,0.36,49.89,11.38,0.0
2025-05-06 01:00:00,1.0110000000000001,28.22,17.85,0.16,287.61,11.47,0.0
2025-05-06 02:00:00,0.948,24.33,13.32,0.14,165.24,11.69,0.0
2025-05-06 03:00:00,0.885,23.482499999999998,21.06,0.65,149.91,11.74,0.0
2025-05-06 04:00:00,0.766,22.634999999999998,39.24,0.51,161.14,11.59,0.0
2025-05-06 05:00:00,1.057,21.7875,38.25,0.57,222.57,11.09,0.0
2025-05-06 06:00:00,1.909,20.94,30.93,1.27,276.53,10.65,0.0
2025-05-06 07:00:00,2.457,8.35,19.02,0.74,267.69,10.61,0.0
2025-05-06 08:00:00,1.921,18.71,26.74,0.28,267.33,10.71,27.8
2025-05-06 09:00:00,1.614,30.36,38.45,1.01,157.52,11.68,116.3
2025-05-06 10:00:00,1.374,39.2,27.42,0.44,243.29,12.97,178.8
2025-05-06 11:00:00,0.757,48.56,15.3,0.65,149.67,14.46,345.9
2025-05-06 12:00:00,0.757,36.52,11.23,1.47,88.7,17.01,788.9
2025-05-06 13:00:00,0.647,41.89,11.41,2.29,81.93,17.78,719.6
2025-05-06 14:00:00,0.47,37.12,17.71,2.0,83.81,16.33,381.4
2025-05-06 15:00:00,0.481,20.26,10.04,2.25,89.75,16.98,560.4
2025-05-06 16:00:00,0.454,20.41,7.93,2.46,80.52,17.15,599.9
2025-05-06 17:00:00,0.88,23.87,11.41,2.11,145.9,16.8,412.3
2025-05-06 18:00:00,1.108,40.77,2.78,2.37,156.75,14.98,72.9
2025-05-06 19:00:00,0.786,48.12,10.48,1.87,145.38,13.04,18.9
2025-05-06 20:00:00,0.46,46.86,7.75,0.86,102.56,13.21,0.0
2025-05-06 21:00:00,0.474,29.15,0.24,1.19,82.02,12.76,0.0
2025-05-06 22:00:00,0.491,30.09,10.91,1.0,83.86,12.5,0.0
2025-05-06 23:00:00,0.393,30.96,8.02,1.18,61.47,12.5,0.0
2025-05-07 00:00:00,0.377,23.94,6.03,1.08,88.15,12.28,0.0
2025-05-07 01:00:00,0.361,22.66,19.71,0.79,115.87,11.87,0.0
2025-05-07 02:00:00,0.3,24.88,10.15,0.6,251.82,11.61,0.0
2025-05-07 03:00:00,0.413,18.67,19.12,0.26,210.61,11.28,0.0
2025-05-07 04:00:00,0.638,25.44,19.85,0.87,252.02,11.06,0.0
2025-05-07 05:00:00,0.632,24.2,40.18,0.86,244.49,11.03,0.0
2025-05-07 06:00:00,1.431,20.71,22.99,0.5,212.03,10.54,0.0
2025-05-07 07:00:00,1.636,17.17,19.64,0.67,263.8,10.19,0.0
2025-05-07 08:00:00,1.619,25.55,23.16,0.42,238.95,11.21,69.6
2025-05-07 09:00:00,0.714,42.84,12.29,0.48,164.16,14.63,271.2
2025-05-07 10:00:00,0.695,27.88,19.63,1.24,136.29,15.14,519.9
2025-05-07 11:00:00,0.556,25.25,15.93,0.87,135.55,17.36,791.0
2025-05-07 12:00:00,0.491,21.45,18.24,1.44,55.51,18.21,960.9
2025-05-07 13:00:00,0.474,20.49,15.39,1.53,61.97,18.94,694.0
2025-05-07 14:00:00,0.489,21.26,10.58,2.55,82.04,19.25,876.1
2025-05-07 15:00:00,0.58,22.73,14.21,2.83,80.93,18.78,469.9
2025-05-07 16:00:00,0.597,31.2,0.94,2.37,90.19,18.67,426.3
2025-05-07 17:00:00,0.667,26.35,12.24,1.41,118.68,17.57,105.1
2025-05-07 18:00:00,0.929,30.32,21.1,1.66,272.24,16.21,92.5
2025-05-07 19:00:00,1.112,39.27,13.68,2.08,163.27,14.81,22.5
2025-05-07 20:00:00,1.633,41.21,12.87,1.57,199.86,12.93,0.0
2025-05-07 21:00:00,1.736,37.11,0.91,0.73,186.19,12.95,0.0
2025-05-07 22:00:00,0.774,25.58,9.46,0.56,183.06,12.99,0.0
2025-05-07 23:00:00,0.513,31.06,11.64,0.77,160.66,12.85,0.0
2025-05-08 00:00:00,0.476,31.62,13.47,1.0,84.33,12.56,0.0
2025-05-08 01:00:00,0.439,28.94,16.01,1.21,82.77,11.99,0.0
2025-05-08 02:00:00,0.402,20.15,11.49,0.96,78.8,11.84,0.0
2025-05-08 03:00:00,0.365,20.224999999999998,21.16,0.68,107.59,11.93,0.0
2025-05-08 04:00:00,0.398,20.299999999999997,28.74,0.67,129.18,11.82,0.0
2025-05-08 05:00:00,0.659,20.375,31.86,1.01,122.48,11.77,0.0
2025-05-08 06:00:00,1.415,20.45,34.97,0.43,207.44,11.76,0.0
2025-05-08 07:00:00,1.633,13.2,24.02,0.52,188.77,11.45,0.0
2025-05-08 08:00:00,1.238,22.95,11.04,0.42,228.61,11.41,22.1
2025-05-08 09:00:00,0.967,22.97,7.15,0.9,99.79,12.36,100.5
2025-05-08 10:00:00,0.882,25.14,26.59,1.56,91.66,12.78,178.8
2025-05-08 11:00:00,0.657,30.07,18.59,1.6,78.94,12.8,150.2
2025-05-08 12:00:00,0.62,25.39,2.89,0.65,120.79,13.67,267.4
2025-05-08 13:00:00,0.833,26.98,3.35,0.86,202.82,16.05,334.7
2025-05-08 14:00:00,0.551,39.8,17.29,1.11,99.55,16.27,295.1
2025-05-08 15:00:00,0.512,23.72,14.13,1.56,162.79,14.79,281.7
2025-05-08 16:00:00,0.472,19.54,14.37,1.82,223.33,14.84,358.7
2025-05-08 17:00:00,0.698,15.66,10.8,1.16,219.19,16.08,375.4
2025-05-08 18:00:00,0.978,23.86,8.42,1.49,239.48,17.97,376.5
2025-05-08 19:00:00,1.237,29.43,22.13,1.86,246.96,16.44,77.2
2025-05-08 20:00:00,0.905,32.54,21.41,1.51,283.03,14.34,0.0
2025-05-08 21:00:00,1.392,27.51,24.51,1.8,278.74,13.37,0.0
2025-05-08 22:00:00,1.852,22.88,18.39,2.11,279.87,12.8,0.0
2025-05-08 23:00:00,1.698,22.45,22.69,0.53,278.47,12.36,0.0
2025-05-09 00:00:00,1.357,23.15,17.87,0.47,228.03,11.71,0.0
2025-05-09 01:00:00,1.18,24.21,15.77,0.37,222.65,11.47,0.0
2025-05-09 02:00:00,1.153,25.47,18.1,0.14,339.9,10.93,0.0
2025-05-09 03:00:00,0.998,26.77,27.38,0.13,268.79,10.6,0.0
2025-05-09 04:00:00,1.172,22.16,48.54,0.07,358.95,9.97,0.0
2025-05-09 05:00:00,1.439,20.38,24.54,0.48,231.75,9.88,0.0
2025-05-09 06:00:00,3.013,14.45,8.51,0.19,165.57,9.28,0.0
2025-05-09 07:00:00,3.179,5.59,8.97,0.06,162.99,8.9,0.0
2025-05-09 08:00:00,0.872,21.7,16.58,0.46,149.84,10.54,59.1
2025-05-09 09:00:00,0.576,30.02,18.5,0.52,168.83,14.02,269.5
2025-05-09 10:00:00,0.394,20.59,12.94,1.88,227.57,16.57,538.6
2025-05-09 11:00:00,0.41,11.11,10.92,1.4,221.65,17.94,765.0
2025-05-09 12:00:00,0.424,13.0,9.63,1.58,109.19,19.13,969.3
2025-05-09 13:00:00,0.429,13.97,12.63,1.07,130.61,19.89,859.8
2025-05-09 14:00:00,0.37,17.3,22.55,1.2,99.27,19.61,592.1
2025-05-09 15:00:00,0.419,11.61,11.46,1.76,77.84,19.51,249.9
2025-05-09 16:00:00,0.556,11.26,7.21,1.87,88.72,19.69,461.8
2025-05-09 17:00:00,0.726,19.8,13.71,2.9,77.11,19.93,430.7
2025-05-09 18:00:00,0.668,31.3,4.68,2.4,24.0,19.55,265.0
2025-05-09 19:00:00,0.806,32.76,2.17,2.02,6.33,18.26,85.7
2025-05-09 20:00:00,1.193,35.25,8.4,2.31,67.73,17.07,0.0
2025-05-09 21:00:00,0.723,34.23,7.96,1.36,67.42,16.03,0.0
2025-05-09 22:00:00,0.885,24.23,7.12,1.19,289.92,14.94,0.0
2025-05-09 23:00:00,1.221,30.46,1.08,2.05,280.82,13.82,0.0
2025-05-10 00:00:00,1.0475,29.02,8.84,1.13,303.99,14.08,0.0
2025-05-10 01:00:00,0.8740000000000001,22.57,2.42,1.06,247.06,13.44,0.0
2025-05-10 02:00:00,0.7005,23.06,10.3,2.05,236.44,13.84,0.0
2025-05-10 03:00:00,0.527,23.294999999999998,12.84,1.78,232.78,13.72,0.0
2025-05-10 04:00:00,0.645,23.53,9.03,0.94,243.36,13.62,0.0
2025-05-10 05:00:00,1.086,23.765,18.04,0.27,239.58,13.07,0.0
2025-05-10 06:00:00,1.691,24.0,15.35,0.32,27.17,13.03,0.0
2025-05-10 07:00:00,2.036,17.91,9.84,0.22,306.81,12.13,0.0
2025-05-10 08:00:00,0.956,25.61,7.51,0.23,158.94,12.45,48.7
2025-05-10 09:00:00,0.405,22.86,4.2,0.61,131.43,15.5,236.9
2025-05-10 10:00:00,0.376,9.02,9.13,0.75,121.99,18.06,515.5
2025-05-10 11:00:00,0.368,9.64,3.18,1.84,59.39,18.1,529.1
2025-05-10 12:00:00,0.388,7.74,3.62,2.57,99.43,18.5,487.4
2025-05-10 13:00:00,0.351,7.03,9.72,3.94,114.63,19.53,1046.7
2025-05-10 14:00:00,0.283,6.25,2.66,4.48,103.94,20.04,1089.3
2025-05-10 15:00:00,0.36,7.17,5.02,4.91,110.45,19.73,1009.3
2025-05-10 16:00:00,0.351,8.59,1.36,4.85,114.69,19.64,810.8
2025-05-10 17:00:00,0.413,8.82,3.75,3.87,113.14,19.35,565.5
2025-05-10 18:00:00,0.415,12.27,6.45,3.62,101.52,17.96,183.5
2025-05-10 19:00:00,0.452,15.2,4.06,2.73,88.57,17.36,72.6
2025-05-10 20:00:00,0.408,15.52,1.27,2.25,101.44,16.45,0.0
2025-05-10 21:00:00,0.513,17.0,4.6,1.27,66.8,15.95,0.0
2025-05-10 22:00:00,0.489,20.8,4.14,1.55,90.4,15.68,0.0
2025-05-10 23:00:00,0.302,20.27,5.03,0.25,165.34,15.74,0.0
2025-05-11 00:00:00,0.355,12.62,2.89,1.44,313.52,15.32,0.0
2025-05-11 01:00:00,0.526,16.56,5.03,1.69,46.71,15.67,0.0
2025-05-11 02:00:00,0.391,24.14,5.34,0.59,334.36,15.61,0.0
2025-05-11 03:00:00,0.425,17.38,6.6,1.29,257.19,15.1,0.0
2025-05-11 04:00:00,0.567,17.72,0.04,2.06,241.25,14.49,0.0
2025-05-11 05:00:00,0.459,22.0,2.78,0.93,198.57,14.04,0.0
2025-05-11 06:00:00,0.705,21.12,5.14,0.76,110.81,12.94,0.0
2025-05-11 07:00:00,0.364,20.24,0.76,0.31,44.78,12.35,0.0
2025-05-11 08:00:00,0.334,14.2,7.05,0.61,48.19,12.82,25.8
2025-05-11 09:00:00,0.304,10.78,7.66,1.66,32.27,14.91,124.8
2025-05-11 10:00:00,0.234,8.03,8.93,2.01,39.27,15.6,171.2
2025-05-11 11:00:00,0.267,4.94,13.45,2.55,19.0,16.35,288.1
2025-05-11 12:00:00,0.276,6.28,6.35,4.16,74.05,18.03,773.8
2025-05-11 13:00:00,0.27,5.55,5.34,3.5,100.43,17.98,452.1
2025-05-11 14:00:00,0.258,4.44,14.46,3.46,97.75,18.91,831.0
2025-05-11 15:00:00,0.29,5.79,0.77,3.18,94.54,19.03,684.1
2025-05-11 16:00:00,0.337,6.72,5.3,3.56,94.69,19.06,597.5
2025-05-11 17:00:00,0.376,7.6,0.83,2.82,75.47,18.25,267.5
2025-05-11 18:00:00,0.376,12.34,0.0,2.52,52.43,18.44,249.0
2025-05-11 19:00:00,0.395,14.14,2.42,2.46,33.15,17.23,33.3
2025-05-11 20:00:00,0.351,17.78,0.79,2.19,68.5,16.46,0.0
2025-05-11 21:00:00,0.284,18.99,2.69,1.74,40.4,15.47,0.0
2025-05-11 22:00:00,0.408,10.13,6.4,1.15,44.32,15.21,0.0
2025-05-11 23:00:00,0.343,18.41,4.22,1.48,84.56,15.31,0.0
2025-05-12 00:00:00,0.34825,13.92,3.96,0.29,160.45,15.12,0.0
2025-05-12 01:00:00,0.35350000000000004,25.66,10.6,1.15,355.77,15.16,0.0
2025-05-12 02:00:00,0.35875,29.32,6.5,0.64,190.84,14.58,0.0
2025-05-12 03:00:00,0.364,29.5275,13.52,0.6,184.58,14.4,0.0
2025-05-12 04:00:00,0.392,29.735,21.69,1.17,207.44,14.15,0.0
2025-05-12 05:00:00,0.436,29.9425,35.82,0.84,179.05,14.19,0.0
2025-05-12 06:00:00,1.138,30.15,9.35,0.78,104.7,13.28,0.0
2025-05-12 07:00:00,2.074,24.1,8.95,0.76,211.84,13.27,0.0
2025-05-12 08:00:00,1.631,24.5,10.46,0.52,172.57,13.39,45.7
2025-05-12 09:00:00,0.649,28.28,7.23,0.76,128.77,14.38,131.9
2025-05-12 10:00:00,0.447,22.68,12.37,0.78,99.08,15.12,290.7
2025-05-12 11:00:00,0.406,16.25,8.89,1.26,27.36,17.45,448.0
2025-05-12 12:00:00,0.387,14.08,8.46,1.59,82.32,18.46,533.4
2025-05-12 13:00:00,0.417,10.55,13.08,2.38,107.48,18.75,680.0
2025-05-12 14:00:00,0.355,9.3,8.95,2.38,70.88,19.62,814.9
2025-05-12 15:00:00,0.355,6.87,11.0,3.22,52.15,19.62,661.3
2025-05-12 16:00:00,0.514,8.47,13.73,2.8,68.32,19.18,542.8
2025-05-12 17:00:00,0.671,21.52,6.74,2.87,85.53,19.14,337.6
2025-05-12 18:00:00,0.8,35.05,4.21,2.48,37.07,17.99,147.5
2025-05-12 19:00:00,0.797,37.49,9.52,2.06,70.9,17.0,25.7
2025-05-12 20:00:00,0.716,39.67,7.55,1.64,74.78,16.56,0.0
2025-05-12 21:00:00,0.654,33.93,13.24,1.89,81.49,15.25,0.0
2025-05-12 22:00:00,0.799,27.14,2.5,0.82,158.68,15.0,0.0
2025-05-12 23:00:00,0.529,27.34,2.41,1.43,227.6,14.79,0.0
2025-05-13 00:00:00,0.431,26.03,10.67,0.54,122.73,14.21,0.0
2025-05-13 01:00:00,0.35,23.96,12.67,1.18,113.04,13.54,0.0
2025-05-13 02:00:00,0.438,14.98,3.83,1.17,202.5,13.15,0.0
2025-05-13 03:00:00,0.486,18.94,13.18,2.16,213.6,13.21,0.0
2025-05-13 04:00:00,0.42,22.42,4.91,0.78,86.67,13.02,0.0
2025-05-13 05:00:00,0.76,23.08,5.11,0.93,101.47,12.42,0.0
2025-05-13 06:00:00,0.902,17.4,4.37,0.37,52.77,12.08,0.0
2025-05-13 07:00:00,0.728,21.57,11.5,0.51,188.34,11.84,0.0
2025-05-13 08:00:00,0.519,22.06,12.93,1.84,211.49,12.9,54.3
2025-05-13 09:00:00,0.443,15.71,17.04,2.36,220.41,15.44,291.1
2025-05-13 10:00:00,0.423,12.15,11.79,1.93,250.66,17.01,544.1
2025-05-13 11:00:00,0.385,13.24,6.03,1.42,140.42,18.32,782.7
2025-05-13 12:00:00,0.404,11.97,10.49,1.57,124.69,19.19,845.8
2025-05-13 13:00:00,0.449,16.9,20.32,1.74,134.51,19.6,552.4
2025-05-13 14:00:00,0.538,20.51,9.97,2.08,105.52,19.11,311.1
2025-05-13 15:00:00,0.516,21.92,11.87,1.48,118.22,18.49,151.6
2025-05-13 16:00:00,0.721,19.25,12.75,1.7,191.4,18.68,325.0
2025-05-13 17:00:00,0.827,27.37,17.07,2.37,240.93,17.98,286.8
2025-05-13 18:00:00,0.9,42.03,12.55,1.07,349.53,15.23,80.5
2025-05-13 19:00:00,1.016,41.14,10.04,2.07,72.41,14.67,26.0
2025-05-13 20:00:00,0.885,41.57,7.74,1.19,81.73,14.09,0.0
2025-05-13 21:00:00,0.705,37.72,15.93,1.15,132.97,14.02,0.0
2025-05-13 22:00:00,0.722,34.9,15.63,1.22,91.18,13.33,0.0
2025-05-13 23:00:00,0.593,35.39,11.31,1.41,89.96,12.57,0.0
2025-05-14 00:00:00,0.5395,32.76,12.29,1.25,81.74,12.35,0.0
2025-05-14 01:00:00,0.486,28.54,10.0,1.3,87.13,12.26,0.0
2025-05-14 02:00:00,0.4325,25.34,9.79,1.27,93.1,12.15,0.0
2025-05-14 03:00:00,0.379,24.8,14.42,1.2,84.57,11.9,0.0
2025-05-14 04:00:00,0.347,24.259999999999998,8.78,0.66,72.74,12.23,0.0
2025-05-14 05:00:00,0.372,23.72,27.76,0.9,107.2,11.89,0.0
2025-05-14 06:00:00,0.591,23.18,18.8,1.16,68.83,11.81,0.0
2025-05-14 07:00:00,1.015,25.71,23.83,1.36,92.29,11.47,0.0
2025-05-14 08:00:00,0.925,23.68,21.05,1.02,106.66,11.96,59.8
2025-05-14 09:00:00,0.669,25.65,12.84,0.79,106.95,15.1,310.2
2025-05-14 10:00:00,0.71,23.69,24.65,1.17,131.22,16.47,497.3
2025-05-14 11:00:00,0.478,27.63,8.01,1.43,85.75,17.24,624.8
2025-05-14 12:00:00,0.402,17.96,13.04,1.65,90.63,18.14,791.4
2025-05-14 13:00:00,0.405,15.09,10.95,1.82,97.92,19.48,966.7
2025-05-14 14:00:00,0.399,17.64,21.81,1.75,83.66,19.79,545.7
2025-05-14 15:00:00,0.514,16.83,12.46,1.83,117.65,19.28,265.7
2025-05-14 16:00:00,0.705,23.84,10.38,1.71,46.79,19.28,305.2
2025-05-14 17:00:00,0.736,29.7,12.6,1.55,88.09,18.85,199.6
2025-05-14 18:00:00,0.821,34.71,10.48,1.76,155.41,18.82,294.9
2025-05-14 19:00:00,0.771,39.86,7.38,2.8,121.99,16.32,36.3
2025-05-14 20:00:00,0.785,39.49,6.89,2.02,106.73,14.92,0.0
2025-05-14 21:00:00,0.687,37.15,18.5,1.68,115.21,14.29,0.0
2025-05-14 22:00:00,0.617,34.51,11.09,1.41,77.77,13.33,0.0
2025-05-14 23:00:00,0.606,31.95,12.96,1.65,82.6,12.85,0.0
2025-05-15 00:00:00,0.455,33.8,11.63,1.39,107.68,12.83,0.0
2025-05-15 01:00:00,0.43,25.83,12.78,1.32,89.95,12.96,0.0
2025-05-15 02:00:00,0.41,22.36,13.06,1.1,100.37,12.88,0.0
2025-05-15 03:00:00,0.434,20.22,13.21,0.73,107.14,12.49,0.0
2025-05-15 04:00:00,0.412,21.95,13.08,0.62,100.22,12.48,0.0
2025-05-15 05:00:00,0.579,21.92,22.67,0.54,127.92,12.67,0.0
2025-05-15 06:00:00,0.683,23.35,18.56,0.66,112.61,12.43,0.0
2025-05-15 07:00:00,1.37,25.48,31.8,0.88,106.31,12.39,0.0
2025-05-15 08:00:00,1.142,22.54,34.11,0.79,71.62,12.26,29.8
2025-05-15 09:00:00,0.819,26.22,32.91,1.25,144.89,13.23,114.8
2025-05-15 10:00:00,1.122,26.73,9.6,1.44,147.49,15.18,357.0
2025-05-15 11:00:00,0.937,35.7,16.29,1.32,101.72,16.15,370.2
2025-05-15 12:00:00,0.722,36.29,12.65,2.01,61.32,15.78,337.8
2025-05-15 13:00:00,0.559,30.02,9.26,2.25,77.72,15.43,256.6
2025-05-15 14:00:00,0.482,24.02,4.75,1.79,60.96,15.51,481.1
2025-05-15 15:00:00,0.55,19.62,20.96,2.1,72.37,16.45,494.4
2025-05-15 16:00:00,0.63,20.81,12.06,2.54,90.85,15.84,264.7
2025-05-15 17:00:00,0.753,27.91,6.24,1.8,85.67,15.59,248.9
2025-05-15 18:00:00,0.757,32.93,8.81,1.44,108.61,15.5,105.0
2025-05-15 19:00:00,0.79,35.7,6.84,1.65,121.0,14.94,48.1
2025-05-15 20:00:00,0.739,34.73,6.13,2.13,112.3,13.8,0.0
2025-05-15 21:00:00,0.661,29.95,12.51,1.41,66.04,13.4,0.0
2025-05-15 22:00:00,0.536,29.8,6.56,1.61,74.52,12.75,0.0
2025-05-15 23:00:00,0.454,27.54,7.18,1.2,96.2,12.23,0.0
2025-05-16 00:00:00,0.427,22.69,6.19,1.44,94.15,12.08,0.0
2025-05-16 01:00:00,0.4,18.64,7.66,1.14,73.29,11.77,0.0
2025-05-16 02:00:00,0.373,13.92,4.34,0.95,66.16,11.87,0.0
2025-05-16 03:00:00,0.346,15.455,6.77,1.14,94.72,12.04,0.0
2025-05-16 04:00:00,0.481,16.99,10.21,1.07,90.99,11.93,0.0
2025-05-16 05:00:00,0.427,18.525,17.32,1.09,77.44,11.91,0.0
2025-05-16 06:00:00,0.759,20.06,12.37,1.16,79.52,11.81,0.0
2025-05-16 07:00:00,0.759,25.96,13.67,1.2,69.48,11.66,0.0
2025-05-16 08:00:00,0.762,23.57,25.78,1.1,90.97,11.78,25.4
2025-05-16 09:00:00,0.779,21.61,28.09,1.26,93.52,12.16,123.5
2025-05-16 10:00:00,0.917,22.97,14.14,1.6,84.78,12.96,215.0
2025-05-16 11:00:00,0.75,28.12,15.59,1.71,88.41,13.76,277.3
2025-05-16 12:00:00,0.67,27.3,15.09,1.6,72.56,15.11,396.9
2025-05-16 13:00:00,0.681,27.48,7.37,2.21,80.93,15.45,369.9
2025-05-16 14:00:00,0.712,31.8,10.16,1.8,55.01,14.91,172.5
2025-05-16 15:00:00,0.945,31.89,13.04,0.85,110.92,14.56,63.2
2025-05-16 16:00:00,1.037,37.03,10.98,0.7,115.91,14.13,67.5
2025-05-16 17:00:00,0.828,36.19,13.98,1.16,132.8,12.41,61.1
2025-05-16 18:00:00,1.186,36.42,13.65,0.61,138.3,12.95,80.0
2025-05-16 19:00:00,1.269,35.82,5.95,1.35,98.83,12.85,22.8
2025-05-16 20:00:00,0.932,31.17,3.25,0.97,123.76,12.51,0.0
2025-05-16 21:00:00,0.881,31.94,5.41,1.02,128.97,12.55,0.0
2025-05-16 22:00:00,0.778,30.86,5.25,1.08,106.48,12.24,0.0
2025-05-16 23:00:00,0.686,30.86,0.2,0.71,92.71,11.89,0.0
2025-05-17 00:00:00,0.732,27.54,3.16,0.61,111.65,11.7,0.0
2025-05-17 01:00:00,0.397,28.53,2.18,0.28,217.06,11.44,0.0
2025-05-17 02:00:00,0.334,20.58,0.65,0.62,286.67,11.31,0.0
2025-05-17 03:00:00,0.361,10.35,4.24,0.3,110.58,11.15,0.0
2025-05-17 04:00:00,0.433,11.97,5.99,1.21,282.04,10.59,0.0
2025-05-17 05:00:00,0.64,19.94,12.41,0.95,272.34,10.27,0.0
2025-05-17 06:00:00,0.821,30.22,16.77,0.31,163.78,10.21,0.0
2025-05-17 07:00:00,1.142,26.96,9.88,0.32,203.58,10.35,0.0
2025-05-17 08:00:00,1.063,23.14,9.47,0.5,138.6,10.7,63.3
2025-05-17 09:00:00,1.166,30.19,24.89,0.92,162.0,11.98,197.8
2025-05-17 10:00:00,0.9,29.17,14.12,1.07,114.07,12.95,185.9
2025-05-17 11:00:00,0.647,24.82,9.41,1.62,43.44,12.76,203.4
2025-05-17 12:00:00,0.681,21.16,27.79,1.07,97.88,15.01,752.7
2025-05-17 13:00:00,0.701,25.45,6.66,0.84,78.17,16.69,508.7
2025-05-17 14:00:00,0.852,23.36,5.61,1.6,351.46,15.91,222.9
2025-05-17 15:00:00,0.572,32.58,3.58,1.54,40.02,15.95,390.0
2025-05-17 16:00:00,0.695,17.24,5.04,1.57,47.82,17.02,391.0
2025-05-17 17:00:00,0.916,22.14,7.15,1.32,346.37,15.55,79.1
2025-05-17 18:00:00,0.609,27.19,4.99,1.28,169.42,14.42,38.2
2025-05-17 19:00:00,0.614,22.38,3.82,0.77,124.29,13.56,24.0
2025-05-17 20:00:00,0.63,27.35,9.12,1.55,56.38,12.95,0.0
2025-05-17 21:00:00,0.63,29.55,4.06,1.01,54.52,12.75,0.0
2025-05-17 22:00:00,0.824,26.66,7.34,1.16,57.96,12.31,0.0
2025-05-17 23:00:00,0.62,27.61,5.49,0.81,94.31,12.36,0.0
2025-05-18 00:00:00,0.5855,26.57,6.23,0.89,130.16,12.27,0.0
2025-05-18 01:00:00,0.5509999999999999,22.27,2.24,1.08,70.02,12.14,0.0
2025-05-18 02:00:00,0.5165,18.07,3.69,1.0,73.53,12.02,0.0
2025-05-18 03:00:00,0.482,17.8475,4.42,1.21,86.16,11.63,0.0
2025-05-18 04:00:00,0.442,17.625,4.42,0.93,79.29,11.36,0.0
2025-05-18 05:00:00,0.402,17.4025,2.97,0.78,136.47,11.23,0.0
2025-05-18 06:00:00,0.463,17.18,2.62,0.97,138.54,11.04,0.0
2025-05-18 07:00:00,0.558,21.84,8.55,1.09,61.64,10.98,0.0
2025-05-18 08:00:00,0.603,23.1,15.72,0.93,81.0,10.99,18.8
2025-05-18 09:00:00,0.582,20.85,9.69,1.06,71.84,11.39,89.2
2025-05-18 10:00:00,0.676,18.92,26.73,0.66,120.15,12.33,188.8
2025-05-18 11:00:00,0.57,20.99,5.99,1.07,145.44,13.88,419.0
2025-05-18 12:00:00,0.614,17.75,14.13,1.11,162.28,15.12,448.8
2025-05-18 13:00:00,0.692,20.25,18.69,1.17,62.34,15.69,422.5
2025-05-18 14:00:00,0.714,25.23,0.46,1.29,40.02,16.6,516.9
2025-05-18 15:00:00,0.678,21.51,11.85,0.89,70.07,14.93,257.2
2025-05-18 16:00:00,0.476,23.51,1.93,1.29,142.53,16.34,556.2
2025-05-18 17:00:00,0.811,12.43,4.79,1.98,171.61,15.85,205.9
2025-05-18 18:00:00,0.647,29.93,6.25,1.68,293.94,13.85,70.8
2025-05-18 19:00:00,0.492,34.68,2.26,1.22,48.61,13.6,31.2
2025-05-18 20:00:00,0.784,21.82,7.57,1.72,75.98,12.14,0.0
