Fecha,CO,NO2,PM2.5,VEL,DIR,TMP,RS
2023-10-01 00:00:00,0.611,33.25,9.41,1.11,267.72,13.13,0.0
2023-10-01 01:00:00,0.549,31.67,9.52,1.61,275.16,12.61,0.0
2023-10-01 02:00:00,0.368,20.47,6.12,1.83,274.4,12.06,0.0
2023-10-01 03:00:00,0.286,14.05,3.22,1.95,273.62,11.87,0.0
2023-10-01 04:00:00,0.315,18.22,4.29,2.08,281.3,11.43,0.0
2023-10-01 05:00:00,0.638,43.96,4.03,1.24,263.28,11.36,0.0
2023-10-01 06:00:00,0.647,38.13,12.1,1.66,250.43,12.02,65.7
2023-10-01 07:00:00,0.516,25.26,3.4,1.99,225.6,14.81,318.9
2023-10-01 08:00:00,0.363,13.23,12.75,0.45,133.65,17.25,570.0
2023-10-01 09:00:00,0.349,12.79,11.78,1.13,41.48,18.18,839.2
2023-10-01 10:00:00,0.267,8.03,13.5,1.65,70.72,19.69,899.3
2023-10-01 11:00:00,0.252,10.99,16.07,2.23,63.67,19.7,573.5
2023-10-01 12:00:00,0.247,8.11,15.14,2.32,75.13,19.92,481.1
2023-10-01 13:00:00,0.209,7.14,0.69,2.9,123.84,20.21,642.5
2023-10-01 14:00:00,0.247,8.42,12.98,2.68,91.39,20.16,316.1
2023-10-01 15:00:00,0.385,11.33,13.9,3.38,15.03,19.31,335.1
2023-10-01 16:00:00,0.417,14.08,11.15,3.34,12.56,18.89,252.1
2023-10-01 17:00:00,0.323,12.1,11.13,2.86,20.58,17.67,64.1
2023-10-01 18:00:00,0.476,31.34,5.36,2.23,77.31,16.62,0.0
2023-10-01 19:00:00,0.65,44.75,11.31,1.98,65.03,15.55,0.0
2023-10-01 20:00:00,0.664,42.95,12.39,0.57,100.25,14.53,0.0
2023-10-01 21:00:00,0.561,36.23,12.55,1.29,72.67,13.21,0.0
2023-10-01 22:00:00,0.525,36.25,12.65,0.62,49.73,12.8,0.0
2023-10-01 23:00:00,0.425,36.96,12.45,0.39,98.4,12.55,0.0
2023-10-02 00:00:00,0.423,27.62,32.95,0.84,265.8,12.18,0.0
2023-10-02 01:00:00,0.39399999999999996,25.47,18.23,0.74,267.82,12.18,0.0
2023-10-02 02:00:00,0.365,20.38,16.6,1.3,273.81,11.84,0.0
2023-10-02 03:00:00,0.305,24.695,12.4,1.35,270.32,11.53,0.0
2023-10-02 04:00:00,0.381,29.01,10.89,0.45,259.6,11.16,0.0
2023-10-02 05:00:00,0.558,40.14,7.53,0.42,253.4,11.13,0.0
2023-10-02 06:00:00,1.618,58.45,21.08,0.17,159.97,12.14,74.0
2023-10-02 07:00:00,2.28,80.02,45.34,0.65,118.59,15.47,286.6
2023-10-02 08:00:00,1.892,90.3,62.57,0.82,90.71,17.51,538.2
2023-10-02 09:00:00,0.793,42.32,47.63,0.69,70.12,18.66,806.2
2023-10-02 10:00:00,0.301,13.45,12.53,2.17,81.51,19.71,1002.1
2023-10-02 11:00:00,0.272,10.36,16.08,2.58,80.18,20.89,1109.0
2023-10-02 12:00:00,0.35,11.99,11.56,2.25,57.47,21.8,892.4
2023-10-02 13:00:00,0.431,14.27,10.85,3.28,23.69,22.04,898.8
2023-10-02 14:00:00,0.427,23.28,28.15,0.52,115.5,20.18,191.9
2023-10-02 15:00:00,0.42,20.76,17.47,1.17,245.3,17.74,222.1
2023-10-02 16:00:00,0.407,20.15,1.19,2.02,33.39,18.7,285.6
2023-10-02 17:00:00,0.469,30.86,16.21,2.32,99.77,16.91,51.7
2023-10-02 18:00:00,0.6,44.47,19.06,1.84,92.42,14.72,0.0
2023-10-02 19:00:00,0.615,43.05,14.08,1.94,78.53,13.82,0.0
2023-10-02 20:00:00,0.551,39.42,12.5,1.79,94.03,13.47,0.0
2023-10-02 21:00:00,0.445,28.36,16.56,2.0,98.66,12.94,0.0
2023-10-02 22:00:00,0.492,31.33,13.7,1.18,119.92,13.19,0.0
2023-10-02 23:00:00,0.469,28.39,11.57,1.01,268.69,13.0,0.0
2023-10-03 00:00:00,0.406,28.93,1.73,0.8,248.44,12.85,0.0
2023-10-03 01:00:00,0.367,23.89,5.53,0.7,266.98,12.51,0.0
2023-10-03 02:00:00,0.345,23.67,14.43,1.03,266.72,12.04,0.0
2023-10-03 03:00:00,0.364,24.1,14.18,0.89,265.83,11.58,0.0
2023-10-03 04:00:00,0.412,23.82,13.23,1.54,273.03,11.09,0.0
2023-10-03 05:00:00,0.709,42.75,14.18,0.37,244.43,10.93,0.0
2023-10-03 06:00:00,1.471,51.45,21.49,0.67,149.33,11.85,79.3
2023-10-03 07:00:00,1.929,68.52,46.44,1.1,150.17,15.17,333.9
2023-10-03 08:00:00,1.266,64.53,48.18,1.6,98.35,16.56,577.0
2023-10-03 09:00:00,0.833,49.47,31.22,0.74,86.53,18.57,798.5
2023-10-03 10:00:00,0.674,41.54,32.33,1.7,76.92,19.97,983.5
2023-10-03 11:00:00,0.369,18.96,14.23,2.41,78.67,21.18,1006.7
2023-10-03 12:00:00,0.326,13.27,18.69,1.97,92.02,21.61,873.0
2023-10-03 13:00:00,0.407,25.45,24.07,2.58,246.72,19.94,260.6
2023-10-03 14:00:00,0.454,29.59,17.73,2.9,262.73,18.2,272.8
2023-10-03 15:00:00,0.492,30.02,21.0,1.74,234.65,16.01,108.5
2023-10-03 16:00:00,0.53,29.39,0.26,1.03,205.69,16.94,186.1
2023-10-03 17:00:00,0.784,48.31,25.98,1.7,166.54,14.17,0.0
2023-10-03 18:00:00,0.939,60.8,5.45,1.77,162.19,13.32,0.0
2023-10-03 19:00:00,0.729,54.42,18.64,1.26,108.67,13.11,0.0
2023-10-03 20:00:00,0.618,46.49,18.32,1.45,103.47,12.6,0.0
2023-10-03 21:00:00,0.534,39.96,15.04,1.3,79.35,12.25,0.0
2023-10-03 22:00:00,0.485,36.48,16.9,1.28,88.4,12.33,0.0
2023-10-03 23:00:00,0.352,21.83,9.21,1.24,60.34,12.38,0.0
2023-10-04 00:00:00,0.383,24.22,24.43,0.83,110.23,12.17,0.0
2023-10-04 01:00:00,0.355,26.96,14.12,0.57,122.98,11.9,0.0
2023-10-04 02:00:00,0.327,53.38,10.32,0.52,62.51,11.77,0.0
2023-10-04 03:00:00,0.371,44.905,16.38,0.44,171.22,11.58,0.0
2023-10-04 04:00:00,0.402,36.43,23.11,0.66,224.57,11.04,0.0
2023-10-04 05:00:00,0.505,36.9,29.32,1.03,274.33,10.7,0.0
2023-10-04 06:00:00,1.568,51.77,26.74,0.32,196.59,11.44,68.0
2023-10-04 07:00:00,1.963,67.58,53.1,1.05,127.79,14.18,295.4
2023-10-04 08:00:00,1.718,77.63,65.55,1.04,125.16,16.16,549.3
2023-10-04 09:00:00,0.655,37.2,41.63,0.85,141.4,18.45,803.9
2023-10-04 10:00:00,0.871,66.02,35.83,2.15,65.55,19.42,856.3
2023-10-04 11:00:00,0.568,39.81,53.12,2.43,50.67,20.39,912.4
2023-10-04 12:00:00,0.398,22.52,27.4,1.29,86.42,21.46,916.8
2023-10-04 13:00:00,0.393,23.32,31.31,2.69,259.14,20.63,711.6
2023-10-04 14:00:00,0.363,20.01,22.8,3.19,245.19,20.26,699.1
2023-10-04 15:00:00,0.396,20.62,23.45,2.33,254.19,19.03,412.7
2023-10-04 16:00:00,0.525,28.31,21.14,2.29,181.93,16.76,90.0
2023-10-04 17:00:00,0.46,25.22,14.61,1.59,193.08,15.75,26.8
2023-10-04 18:00:00,0.729,49.22,12.22,2.45,136.67,15.3,0.0
2023-10-04 19:00:00,0.632,45.28,20.12,2.09,123.16,14.27,0.0
2023-10-04 20:00:00,0.497,34.59,21.64,2.1,96.8,13.45,0.0
2023-10-04 21:00:00,0.475,30.82,22.85,1.82,84.86,12.88,0.0
2023-10-04 22:00:00,0.403,24.0,18.27,1.55,84.51,12.25,0.0
2023-10-04 23:00:00,0.403,26.42,14.71,1.25,89.89,12.33,0.0
2023-10-05 00:00:00,0.349,23.69,12.77,1.01,79.01,12.61,0.0
2023-10-05 01:00:00,0.237,14.61,17.21,1.62,82.88,12.07,0.0
2023-10-05 02:00:00,0.217,8.52,5.06,1.33,84.59,11.98,0.0
2023-10-05 03:00:00,0.191,6.05,5.45,1.41,78.89,11.66,0.0
2023-10-05 04:00:00,0.207,10.9,10.23,1.02,125.94,11.89,0.0
2023-10-05 05:00:00,0.304,28.23,6.25,1.46,97.01,11.87,0.0
2023-10-05 06:00:00,0.416,38.01,7.54,1.24,84.77,11.91,21.1
2023-10-05 07:00:00,0.697,45.63,15.48,1.56,114.74,12.96,244.9
2023-10-05 08:00:00,0.54,32.41,17.53,1.18,97.4,14.59,425.0
2023-10-05 09:00:00,0.526,35.51,31.33,0.7,104.96,16.85,674.7
2023-10-05 10:00:00,0.51,29.84,52.29,0.9,43.94,18.42,824.4
2023-10-05 11:00:00,0.374,26.38,34.68,1.28,49.48,19.27,608.5
2023-10-05 12:00:00,0.388,19.94,30.02,1.92,33.12,19.84,502.7
2023-10-05 13:00:00,0.389,20.75,30.11,2.39,6.34,19.41,464.8
2023-10-05 14:00:00,0.363,18.12,11.53,0.16,123.89,20.27,507.4
2023-10-05 15:00:00,0.365,19.08,35.65,1.55,252.11,18.17,290.9
2023-10-05 16:00:00,0.379,21.68,16.25,1.47,253.51,17.59,220.3
2023-10-05 17:00:00,0.487,36.15,17.86,2.45,107.73,15.97,32.9
2023-10-05 18:00:00,0.578,43.3,12.27,1.95,103.71,14.78,0.0
2023-10-05 19:00:00,0.677,48.68,16.1,1.5,89.95,14.28,0.0
2023-10-05 20:00:00,0.645,46.37,16.64,1.64,90.06,13.64,0.0
2023-10-05 21:00:00,0.59,47.6,17.75,0.78,86.22,13.43,0.0
2023-10-05 22:00:00,0.757,50.85,16.11,0.84,122.6,13.55,0.0
2023-10-05 23:00:00,0.667,47.24,22.52,0.79,145.17,13.32,0.0
2023-10-06 00:00:00,0.645,42.97,18.39,0.52,211.83,13.27,0.0
2023-10-06 01:00:00,0.5485,41.6,29.13,0.7,186.64,13.09,0.0
2023-10-06 02:00:00,0.452,27.28,24.1,2.06,280.21,12.39,0.0
2023-10-06 03:00:00,0.528,29.075000000000003,25.77,1.07,289.9,12.22,0.0
2023-10-06 04:00:00,0.438,30.87,26.75,1.26,273.85,11.93,0.0
2023-10-06 05:00:00,0.729,38.02,16.32,0.75,258.53,11.86,0.0
2023-10-06 06:00:00,1.292,44.64,22.59,0.86,260.71,12.29,79.0
2023-10-06 07:00:00,1.596,60.4,43.67,0.84,134.96,14.75,286.4
2023-10-06 08:00:00,1.155,62.95,50.7,1.15,102.53,16.96,569.8
2023-10-06 09:00:00,0.79,50.17,34.88,0.92,97.24,19.24,824.1
2023-10-06 10:00:00,0.544,43.49,39.09,1.8,48.56,20.31,1020.1
2023-10-06 11:00:00,0.511,33.19,28.45,2.48,50.62,21.31,1042.5
2023-10-06 12:00:00,0.436,22.77,24.38,1.97,11.95,21.9,809.1
2023-10-06 13:00:00,0.455,25.24,30.07,2.14,1.26,21.68,461.3
2023-10-06 14:00:00,0.476,24.67,27.54,2.4,65.04,21.38,268.6
2023-10-06 15:00:00,0.46399999999999997,24.9,22.21,2.01,277.5,19.55,214.4
2023-10-06 16:00:00,0.452,33.57,10.53,1.75,262.26,19.49,203.3
2023-10-06 17:00:00,0.44,35.25,26.8,2.54,101.8,17.33,34.5
2023-10-06 18:00:00,0.532,38.09,25.65,0.87,94.04,15.13,0.0
2023-10-06 19:00:00,0.684,48.57,16.17,1.33,87.36,14.62,0.0
2023-10-06 20:00:00,0.676,47.31,14.21,1.17,106.05,14.48,0.0
2023-10-06 21:00:00,0.793,59.12,16.9,0.8,145.96,14.75,0.0
2023-10-06 22:00:00,0.546,42.44,19.04,1.25,71.21,14.47,0.0
2023-10-06 23:00:00,0.54,48.85,16.59,0.82,129.45,14.3,0.0
2023-10-07 00:00:00,0.854,53.1,18.11,0.67,144.7,14.25,0.0
2023-10-07 01:00:00,0.701,40.18,31.46,0.8,262.87,13.96,0.0
2023-10-07 02:00:00,0.427,34.66,36.32,1.51,227.61,13.85,0.0
2023-10-07 03:00:00,0.336,28.68,25.53,1.65,205.49,13.76,0.0
2023-10-07 04:00:00,0.347,25.94,27.35,1.44,202.42,13.56,0.0
2023-10-07 05:00:00,0.984,49.32,19.89,0.88,263.64,12.83,0.0
2023-10-07 06:00:00,1.245,56.02,23.34,1.35,257.0,12.61,27.6
2023-10-07 07:00:00,0.615,41.53,19.03,1.73,191.58,13.82,132.7
2023-10-07 08:00:00,0.908,53.61,15.53,0.99,155.19,15.64,353.4
2023-10-07 09:00:00,0.852,58.81,30.2,0.45,106.54,17.69,556.9
2023-10-07 10:00:00,0.491,36.12,29.31,1.13,115.81,19.77,815.5
2023-10-07 11:00:00,0.425,28.3,30.86,0.91,55.12,21.52,1087.2
2023-10-07 12:00:00,0.36,26.9,24.96,2.2,66.27,22.34,801.8
2023-10-07 13:00:00,0.382,24.39,40.69,0.37,50.05,20.61,304.1
2023-10-07 14:00:00,0.4,26.16,25.77,1.18,278.69,19.14,202.9
2023-10-07 15:00:00,0.478,33.91,34.68,0.31,227.84,17.27,100.5
2023-10-07 16:00:00,0.489,35.37,43.81,2.55,101.32,16.73,128.8
2023-10-07 17:00:00,0.369,27.86,37.98,1.85,91.37,15.04,23.1
2023-10-07 18:00:00,0.571,46.77,15.78,1.52,88.72,14.43,0.0
2023-10-07 19:00:00,0.438,33.01,20.41,1.91,90.17,13.35,0.0
2023-10-07 20:00:00,0.456,36.37,12.59,1.53,95.91,13.42,0.0
2023-10-07 21:00:00,0.455,36.75,11.61,1.47,95.48,13.44,0.0
2023-10-07 22:00:00,0.424,32.23,14.49,1.41,84.63,13.5,0.0
2023-10-07 23:00:00,0.327,24.86,15.27,1.49,95.41,13.35,0.0
2023-10-08 00:00:00,0.3,23.93,17.04,1.09,113.35,13.09,0.0
2023-10-08 01:00:00,0.2835,21.15,19.82,1.16,74.68,12.98,0.0
2023-10-08 02:00:00,0.267,36.74,15.36,1.3,109.9,12.76,0.0
2023-10-08 03:00:00,0.232,34.085,20.46,1.06,97.53,12.69,0.0
2023-10-08 04:00:00,0.256,31.43,21.89,0.52,155.41,12.43,0.0
2023-10-08 05:00:00,0.269,30.04,21.19,0.58,109.85,12.05,0.0
2023-10-08 06:00:00,0.651,41.61,20.44,0.22,117.94,12.32,33.2
2023-10-08 07:00:00,0.457,37.17,19.55,1.11,124.98,13.14,126.5
2023-10-08 08:00:00,0.499,37.82,25.6,0.9,140.54,14.24,228.0
2023-10-08 09:00:00,0.545,41.82,26.75,1.2,109.39,15.48,325.6
2023-10-08 10:00:00,0.511,39.57,39.26,1.89,64.82,16.47,633.5
2023-10-08 11:00:00,0.406,32.8,35.25,2.47,79.75,17.36,409.6
2023-10-08 12:00:00,0.29,22.09,27.53,2.31,76.94,17.79,702.4
2023-10-08 13:00:00,0.339,21.0,32.95,3.01,21.3,19.13,782.2
2023-10-08 14:00:00,0.222,15.46,24.77,2.61,51.79,19.24,611.9
2023-10-08 15:00:00,0.214,17.51,28.44,2.55,64.26,18.71,414.2
2023-10-08 16:00:00,0.217,19.85,21.08,2.3,84.66,17.83,112.1
2023-10-08 17:00:00,0.325,27.94,15.16,2.17,116.78,16.96,15.6
2023-10-08 18:00:00,0.424,45.17,15.45,1.94,99.44,16.19,0.0
2023-10-08 19:00:00,0.616,58.52,13.5,0.98,107.67,15.66,0.0
2023-10-08 20:00:00,0.457,53.52,19.03,0.72,138.42,15.08,0.0
2023-10-08 21:00:00,0.542,53.09,20.85,0.63,162.75,14.8,0.0
2023-10-08 22:00:00,0.503,45.98,11.22,0.78,224.92,14.65,0.0
2023-10-08 23:00:00,0.388,34.1,14.44,0.52,271.67,14.37,0.0
2023-10-09 00:00:00,0.406,39.02,17.85,0.96,255.71,14.19,0.0
2023-10-09 01:00:00,0.246,27.31,11.01,0.62,218.68,14.64,0.0
2023-10-09 02:00:00,0.291,32.45,9.52,0.7,220.42,13.94,0.0
2023-10-09 03:00:00,0.275,29.07,8.34,0.44,178.67,13.82,0.0
2023-10-09 04:00:00,0.363,37.38,8.73,0.89,137.77,13.31,0.0
2023-10-09 05:00:00,0.214,28.04,15.6,1.73,223.15,13.28,0.0
2023-10-09 06:00:00,0.471,36.2,4.54,1.03,235.83,13.57,33.4
2023-10-09 07:00:00,0.524,35.95,9.76,1.74,211.68,14.48,142.5
2023-10-09 08:00:00,0.361,29.51,10.77,1.24,212.24,16.61,413.1
2023-10-09 09:00:00,0.263,23.76,8.45,1.62,81.07,18.83,824.2
2023-10-09 10:00:00,0.193,22.07,22.33,2.81,73.17,18.74,701.0
2023-10-09 11:00:00,0.104,11.42,16.54,1.15,72.81,19.86,880.6
2023-10-09 12:00:00,0.124,11.41,14.59,1.87,70.67,20.92,880.2
2023-10-09 13:00:00,0.154,10.57,17.05,2.34,34.28,21.36,731.3
2023-10-09 14:00:00,0.226,13.56,24.32,3.12,15.24,20.79,354.1
2023-10-09 15:00:00,0.207,16.85,24.28,0.63,252.93,18.55,206.5
2023-10-09 16:00:00,0.449,38.85,26.03,1.23,325.58,14.13,18.4
2023-10-09 17:00:00,0.732,58.23,3.94,0.98,189.62,14.5,23.0
2023-10-09 18:00:00,0.817,59.9,11.17,0.27,112.07,14.2,0.0
2023-10-09 19:00:00,0.795,64.33,15.54,0.64,8.56,14.03,0.0
2023-10-09 20:00:00,0.689,47.58,22.99,1.07,266.16,13.82,0.0
2023-10-09 21:00:00,0.822,52.62,16.79,0.74,255.61,13.52,0.0
2023-10-09 22:00:00,0.49,39.27,14.0,1.42,274.11,12.91,0.0
2023-10-09 23:00:00,0.764,57.12,14.61,0.91,215.35,13.07,0.0
2023-10-10 00:00:00,0.777,57.36,18.06,0.12,231.14,13.25,0.0
2023-10-10 01:00:00,0.521,35.37,23.32,1.1,239.88,13.22,0.0
2023-10-10 02:00:00,0.265,21.33,9.63,1.04,233.56,13.39,0.0
2023-10-10 03:00:00,0.429,25.549999999999997,10.64,0.31,249.48,13.15,0.0
2023-10-10 04:00:00,0.365,29.77,13.15,0.56,270.3,12.99,0.0
2023-10-10 05:00:00,0.528,36.07,14.2,0.81,276.44,12.71,0.0
2023-10-10 06:00:00,1.275,47.52,12.95,0.52,262.18,13.01,30.0
2023-10-10 07:00:00,1.329,54.93,24.69,1.59,220.86,14.11,139.9
2023-10-10 08:00:00,0.789,47.82,42.97,1.31,199.77,16.12,428.3
2023-10-10 09:00:00,0.461,32.72,27.77,0.41,72.26,18.18,687.5
2023-10-10 10:00:00,0.44,42.01,30.59,1.55,51.16,19.26,936.3
2023-10-10 11:00:00,0.231,23.9,27.38,1.93,66.33,19.9,687.6
2023-10-10 12:00:00,0.259,23.95,17.73,1.38,92.26,20.62,763.1
2023-10-10 13:00:00,0.192,21.59,29.41,2.58,90.57,20.39,310.1
2023-10-10 14:00:00,0.26,25.27,37.61,3.4,3.5,16.57,102.6
2023-10-10 15:00:00,0.434,39.19,8.71,1.24,237.21,14.34,54.3
2023-10-10 16:00:00,0.753,64.44,3.06,1.4,173.91,14.85,132.8
2023-10-10 17:00:00,0.984,71.86,26.61,1.26,252.38,15.14,43.0
2023-10-10 18:00:00,1.12,59.8,16.55,0.44,238.67,14.73,0.0
2023-10-10 19:00:00,1.171,57.12,27.64,1.27,273.12,13.87,0.0
2023-10-10 20:00:00,1.053,53.08,17.84,1.93,275.95,13.18,0.0
2023-10-10 21:00:00,0.893,51.52,16.22,1.59,277.36,12.94,0.0
2023-10-10 22:00:00,1.277,59.04,19.22,1.09,244.47,13.29,0.0
2023-10-10 23:00:00,0.488,40.81,22.43,1.05,268.25,13.39,0.0
2023-10-11 00:00:00,0.172,23.02,12.72,1.55,283.83,13.26,0.0
2023-10-11 01:00:00,0.378,29.33,10.86,0.67,251.46,13.24,0.0
2023-10-11 02:00:00,0.114,18.24,8.0,1.51,198.71,13.85,0.0
2023-10-11 03:00:00,0.119,16.56,15.92,1.14,236.23,13.63,0.0
2023-10-11 04:00:00,0.212,27.55,6.61,0.78,258.62,13.27,0.0
2023-10-11 05:00:00,0.235,29.86,3.57,1.85,207.52,13.41,0.0
2023-10-11 06:00:00,0.589,49.81,14.94,1.3,210.0,13.18,16.9
2023-10-11 07:00:00,1.003,57.33,17.02,0.85,202.38,13.81,83.5
2023-10-11 08:00:00,0.97,57.79,25.6,0.99,145.66,15.07,207.3
2023-10-11 09:00:00,0.906,62.84,23.14,0.74,110.72,16.5,359.2
2023-10-11 10:00:00,1.426,94.39,44.44,0.9,65.91,17.12,429.0
2023-10-11 11:00:00,1.045,77.27,52.23,1.58,45.38,19.07,739.7
2023-10-11 12:00:00,0.453,39.94,38.51,1.9,40.52,20.71,1046.7
2023-10-11 13:00:00,0.272,25.87,18.58,1.74,84.48,21.47,638.2
2023-10-11 14:00:00,0.328,33.01,25.96,2.16,160.02,21.15,633.2
2023-10-11 15:00:00,0.22,21.89,9.26,1.49,165.39,22.42,528.0
2023-10-11 16:00:00,0.265,31.43,37.65,1.17,341.17,19.39,36.3
2023-10-11 17:00:00,0.468,43.38,22.55,2.02,321.13,15.41,0.0
2023-10-11 18:00:00,0.878,70.56,5.08,1.62,242.48,13.56,0.0
2023-10-11 19:00:00,0.622,55.37,11.9,1.47,185.72,12.97,0.0
2023-10-11 20:00:00,0.911,58.71,16.95,1.89,266.58,12.88,0.0
2023-10-11 21:00:00,0.517,36.61,13.59,1.85,271.23,12.59,0.0
2023-10-11 22:00:00,0.474,38.83,7.8,1.64,277.35,12.65,0.0
2023-10-11 23:00:00,0.515,40.2,9.26,1.09,275.8,12.67,0.0
2023-10-12 00:00:00,0.375,31.28,9.3,1.01,272.89,12.43,0.0
2023-10-12 01:00:00,0.3225,29.71,16.28,0.61,262.13,12.17,0.0
2023-10-12 02:00:00,0.27,25.28,10.33,0.82,272.68,11.96,0.0
2023-10-12 03:00:00,0.541,27.475,19.48,0.58,247.61,11.85,0.0
2023-10-12 04:00:00,0.286,29.67,17.31,1.23,204.01,12.49,0.0
2023-10-12 05:00:00,0.449,38.95,13.34,1.14,224.05,12.59,0.0
2023-10-12 06:00:00,1.43,52.41,24.75,0.64,224.65,13.06,75.4
2023-10-12 07:00:00,0.814,50.83,27.38,1.54,211.02,14.83,254.0
2023-10-12 08:00:00,0.635,42.45,27.68,1.5,236.8,16.6,538.3
2023-10-12 09:00:00,0.293,29.68,26.81,1.07,90.23,18.56,835.2
2023-10-12 10:00:00,0.33,36.69,31.06,1.22,75.67,19.35,1012.7
2023-10-12 11:00:00,0.202,22.93,24.63,1.49,79.27,20.4,1096.5
2023-10-12 12:00:00,0.112,11.83,15.96,1.76,74.41,21.68,1157.6
2023-10-12 13:00:00,0.13,14.27,17.42,2.0,67.23,21.77,754.6
2023-10-12 14:00:00,0.214,21.1,34.39,1.83,278.37,18.45,46.4
2023-10-12 15:00:00,0.323,32.91,27.96,0.92,244.93,13.14,8.7
2023-10-12 16:00:00,0.454,50.81,1.88,1.72,260.31,12.56,15.4
2023-10-12 17:00:00,0.915,79.86,1.82,1.28,145.65,12.6,8.8
2023-10-12 18:00:00,1.19,86.18,20.21,1.19,196.13,12.65,0.0
2023-10-12 19:00:00,1.064,67.21,28.78,0.83,283.27,12.61,0.0
2023-10-12 20:00:00,0.543,38.91,13.41,1.96,274.29,11.95,0.0
2023-10-12 21:00:00,0.664,46.28,13.13,1.58,279.13,11.79,0.0
2023-10-12 22:00:00,1.12,56.65,20.06,0.78,258.93,12.28,0.0
2023-10-12 23:00:00,1.032,59.08,24.11,0.76,254.7,12.6,0.0
2023-10-13 00:00:00,0.599,37.59,39.15,1.29,238.31,13.23,0.0
2023-10-13 01:00:00,0.24,22.62,27.53,1.87,216.49,13.78,0.0
2023-10-13 02:00:00,0.328,34.21,22.83,1.82,235.35,13.11,0.0
2023-10-13 03:00:00,0.273,26.87,16.67,2.45,227.78,12.79,0.0
2023-10-13 04:00:00,0.263,28.49,15.99,2.15,225.07,12.69,0.0
2023-10-13 05:00:00,0.341,34.66,17.02,1.72,219.23,12.76,0.0
2023-10-13 06:00:00,0.734,53.98,24.02,2.28,211.46,12.92,43.9
2023-10-13 07:00:00,0.703,51.15,22.7,2.48,216.25,14.21,259.5
2023-10-13 08:00:00,0.521,36.07,35.92,2.65,212.99,16.09,462.7
2023-10-13 09:00:00,0.256,22.79,38.03,1.43,210.03,18.88,867.7
2023-10-13 10:00:00,0.219,23.39,19.05,1.49,108.81,20.4,1011.1
2023-10-13 11:00:00,0.495,56.91,38.55,2.57,79.38,20.88,1065.6
2023-10-13 12:00:00,0.311,31.53,42.41,2.38,76.61,21.2,812.2
2023-10-13 13:00:00,0.272,30.63,32.63,0.76,180.66,19.39,118.2
2023-10-13 14:00:00,0.201,18.24,30.2,3.16,292.52,14.81,106.9
2023-10-13 15:00:00,0.645,53.86,4.87,2.2,336.24,15.91,103.1
2023-10-13 16:00:00,0.59,64.54,26.7,1.8,85.54,15.27,49.2
2023-10-13 17:00:00,0.403,38.89,27.3,1.1,90.48,14.23,30.9
2023-10-13 18:00:00,0.5,51.46,15.73,1.5,74.75,13.81,0.0
2023-10-13 19:00:00,0.482,48.26,16.46,1.2,59.67,13.56,0.0
2023-10-13 20:00:00,0.467,47.53,23.02,0.97,137.88,13.28,0.0
2023-10-13 21:00:00,0.451,44.89,11.67,1.27,145.58,12.51,0.0
2023-10-13 22:00:00,0.438,46.92,2.94,1.08,170.22,11.48,0.0
2023-10-13 23:00:00,0.519,57.91,4.1,0.84,107.53,11.52,0.0
2023-10-14 00:00:00,0.512,53.58,4.46,0.83,145.77,11.57,0.0
2023-10-14 01:00:00,0.3295,28.78,9.1,0.79,117.96,11.39,0.0
2023-10-14 02:00:00,0.147,11.74,2.01,0.99,123.63,11.03,0.0
2023-10-14 03:00:00,0.149,15.91,4.08,0.56,136.06,11.17,0.0
2023-10-14 04:00:00,0.172,20.08,2.99,0.82,164.9,11.14,0.0
2023-10-14 05:00:00,0.333,41.96,7.13,1.2,231.07,11.39,0.0
2023-10-14 06:00:00,0.555,53.51,12.49,1.0,188.6,11.5,26.9
2023-10-14 07:00:00,0.947,61.85,10.22,0.57,160.34,12.11,96.9
2023-10-14 08:00:00,1.196,69.78,28.82,0.5,142.73,12.98,143.5
2023-10-14 09:00:00,0.589,45.42,18.11,1.38,207.93,13.71,237.4
2023-10-14 10:00:00,0.466,36.49,20.07,1.82,215.12,14.5,357.3
2023-10-14 11:00:00,0.548,40.38,12.23,1.77,219.64,15.5,485.5
2023-10-14 12:00:00,0.597,45.74,22.5,1.85,230.21,15.29,353.4
2023-10-14 13:00:00,0.606,43.53,17.55,1.91,241.65,14.92,202.4
2023-10-14 14:00:00,0.518,40.48,4.53,1.99,227.75,15.45,379.5
2023-10-14 15:00:00,0.361,24.99,4.88,1.98,205.28,16.5,451.4
2023-10-14 16:00:00,0.325,24.38,12.87,2.22,193.43,16.42,318.3
2023-10-14 17:00:00,0.496,39.25,12.52,2.12,227.25,15.52,47.4
2023-10-14 18:00:00,0.64,49.56,15.53,2.27,228.75,14.73,0.0
2023-10-14 19:00:00,0.756,56.03,17.48,2.62,222.07,14.12,0.0
2023-10-14 20:00:00,0.92,52.72,15.64,1.15,243.43,13.16,0.0
2023-10-14 21:00:00,0.625,41.33,8.06,1.66,276.47,12.48,0.0
2023-10-14 22:00:00,0.765,54.83,12.79,1.42,213.2,12.75,0.0
2023-10-14 23:00:00,0.491,42.1,7.01,0.8,191.89,12.6,0.0
2023-10-15 00:00:00,0.646,46.33,27.71,0.38,231.97,11.7,0.0
2023-10-15 01:00:00,0.608,38.25,14.55,0.75,259.59,11.04,0.0
2023-10-15 02:00:00,0.445,34.71,3.78,0.91,244.81,11.31,0.0
